% MNIST - USPS dataset The database consists of 16x16 images of hand-written
% digits.

@RELATION usps

%  256 (= 16x16 pixels)
@ATTRIBUTE (0;0)  NUMERIC
@ATTRIBUTE (0;1)  NUMERIC
@ATTRIBUTE (0;2)  NUMERIC
@ATTRIBUTE (0;3)  NUMERIC
@ATTRIBUTE (0;4)  NUMERIC
@ATTRIBUTE (0;5)  NUMERIC
@ATTRIBUTE (0;6)  NUMERIC
@ATTRIBUTE (0;7)  NUMERIC
@ATTRIBUTE (0;8)  NUMERIC
@ATTRIBUTE (0;9)  NUMERIC
@ATTRIBUTE (0;10)  NUMERIC
@ATTRIBUTE (0;11)  NUMERIC
@ATTRIBUTE (0;12)  NUMERIC
@ATTRIBUTE (0;13)  NUMERIC
@ATTRIBUTE (0;14)  NUMERIC
@ATTRIBUTE (0;15)  NUMERIC
@ATTRIBUTE (1;0)  NUMERIC
@ATTRIBUTE (1;1)  NUMERIC
@ATTRIBUTE (1;2)  NUMERIC
@ATTRIBUTE (1;3)  NUMERIC
@ATTRIBUTE (1;4)  NUMERIC
@ATTRIBUTE (1;5)  NUMERIC
@ATTRIBUTE (1;6)  NUMERIC
@ATTRIBUTE (1;7)  NUMERIC
@ATTRIBUTE (1;8)  NUMERIC
@ATTRIBUTE (1;9)  NUMERIC
@ATTRIBUTE (1;10)  NUMERIC
@ATTRIBUTE (1;11)  NUMERIC
@ATTRIBUTE (1;12)  NUMERIC
@ATTRIBUTE (1;13)  NUMERIC
@ATTRIBUTE (1;14)  NUMERIC
@ATTRIBUTE (1;15)  NUMERIC
@ATTRIBUTE (2;0)  NUMERIC
@ATTRIBUTE (2;1)  NUMERIC
@ATTRIBUTE (2;2)  NUMERIC
@ATTRIBUTE (2;3)  NUMERIC
@ATTRIBUTE (2;4)  NUMERIC
@ATTRIBUTE (2;5)  NUMERIC
@ATTRIBUTE (2;6)  NUMERIC
@ATTRIBUTE (2;7)  NUMERIC
@ATTRIBUTE (2;8)  NUMERIC
@ATTRIBUTE (2;9)  NUMERIC
@ATTRIBUTE (2;10)  NUMERIC
@ATTRIBUTE (2;11)  NUMERIC
@ATTRIBUTE (2;12)  NUMERIC
@ATTRIBUTE (2;13)  NUMERIC
@ATTRIBUTE (2;14)  NUMERIC
@ATTRIBUTE (2;15)  NUMERIC
@ATTRIBUTE (3;0)  NUMERIC
@ATTRIBUTE (3;1)  NUMERIC
@ATTRIBUTE (3;2)  NUMERIC
@ATTRIBUTE (3;3)  NUMERIC
@ATTRIBUTE (3;4)  NUMERIC
@ATTRIBUTE (3;5)  NUMERIC
@ATTRIBUTE (3;6)  NUMERIC
@ATTRIBUTE (3;7)  NUMERIC
@ATTRIBUTE (3;8)  NUMERIC
@ATTRIBUTE (3;9)  NUMERIC
@ATTRIBUTE (3;10)  NUMERIC
@ATTRIBUTE (3;11)  NUMERIC
@ATTRIBUTE (3;12)  NUMERIC
@ATTRIBUTE (3;13)  NUMERIC
@ATTRIBUTE (3;14)  NUMERIC
@ATTRIBUTE (3;15)  NUMERIC
@ATTRIBUTE (4;0)  NUMERIC
@ATTRIBUTE (4;1)  NUMERIC
@ATTRIBUTE (4;2)  NUMERIC
@ATTRIBUTE (4;3)  NUMERIC
@ATTRIBUTE (4;4)  NUMERIC
@ATTRIBUTE (4;5)  NUMERIC
@ATTRIBUTE (4;6)  NUMERIC
@ATTRIBUTE (4;7)  NUMERIC
@ATTRIBUTE (4;8)  NUMERIC
@ATTRIBUTE (4;9)  NUMERIC
@ATTRIBUTE (4;10)  NUMERIC
@ATTRIBUTE (4;11)  NUMERIC
@ATTRIBUTE (4;12)  NUMERIC
@ATTRIBUTE (4;13)  NUMERIC
@ATTRIBUTE (4;14)  NUMERIC
@ATTRIBUTE (4;15)  NUMERIC
@ATTRIBUTE (5;0)  NUMERIC
@ATTRIBUTE (5;1)  NUMERIC
@ATTRIBUTE (5;2)  NUMERIC
@ATTRIBUTE (5;3)  NUMERIC
@ATTRIBUTE (5;4)  NUMERIC
@ATTRIBUTE (5;5)  NUMERIC
@ATTRIBUTE (5;6)  NUMERIC
@ATTRIBUTE (5;7)  NUMERIC
@ATTRIBUTE (5;8)  NUMERIC
@ATTRIBUTE (5;9)  NUMERIC
@ATTRIBUTE (5;10)  NUMERIC
@ATTRIBUTE (5;11)  NUMERIC
@ATTRIBUTE (5;12)  NUMERIC
@ATTRIBUTE (5;13)  NUMERIC
@ATTRIBUTE (5;14)  NUMERIC
@ATTRIBUTE (5;15)  NUMERIC
@ATTRIBUTE (6;0)  NUMERIC
@ATTRIBUTE (6;1)  NUMERIC
@ATTRIBUTE (6;2)  NUMERIC
@ATTRIBUTE (6;3)  NUMERIC
@ATTRIBUTE (6;4)  NUMERIC
@ATTRIBUTE (6;5)  NUMERIC
@ATTRIBUTE (6;6)  NUMERIC
@ATTRIBUTE (6;7)  NUMERIC
@ATTRIBUTE (6;8)  NUMERIC
@ATTRIBUTE (6;9)  NUMERIC
@ATTRIBUTE (6;10)  NUMERIC
@ATTRIBUTE (6;11)  NUMERIC
@ATTRIBUTE (6;12)  NUMERIC
@ATTRIBUTE (6;13)  NUMERIC
@ATTRIBUTE (6;14)  NUMERIC
@ATTRIBUTE (6;15)  NUMERIC
@ATTRIBUTE (7;0)  NUMERIC
@ATTRIBUTE (7;1)  NUMERIC
@ATTRIBUTE (7;2)  NUMERIC
@ATTRIBUTE (7;3)  NUMERIC
@ATTRIBUTE (7;4)  NUMERIC
@ATTRIBUTE (7;5)  NUMERIC
@ATTRIBUTE (7;6)  NUMERIC
@ATTRIBUTE (7;7)  NUMERIC
@ATTRIBUTE (7;8)  NUMERIC
@ATTRIBUTE (7;9)  NUMERIC
@ATTRIBUTE (7;10)  NUMERIC
@ATTRIBUTE (7;11)  NUMERIC
@ATTRIBUTE (7;12)  NUMERIC
@ATTRIBUTE (7;13)  NUMERIC
@ATTRIBUTE (7;14)  NUMERIC
@ATTRIBUTE (7;15)  NUMERIC
@ATTRIBUTE (8;0)  NUMERIC
@ATTRIBUTE (8;1)  NUMERIC
@ATTRIBUTE (8;2)  NUMERIC
@ATTRIBUTE (8;3)  NUMERIC
@ATTRIBUTE (8;4)  NUMERIC
@ATTRIBUTE (8;5)  NUMERIC
@ATTRIBUTE (8;6)  NUMERIC
@ATTRIBUTE (8;7)  NUMERIC
@ATTRIBUTE (8;8)  NUMERIC
@ATTRIBUTE (8;9)  NUMERIC
@ATTRIBUTE (8;10)  NUMERIC
@ATTRIBUTE (8;11)  NUMERIC
@ATTRIBUTE (8;12)  NUMERIC
@ATTRIBUTE (8;13)  NUMERIC
@ATTRIBUTE (8;14)  NUMERIC
@ATTRIBUTE (8;15)  NUMERIC
@ATTRIBUTE (9;0)  NUMERIC
@ATTRIBUTE (9;1)  NUMERIC
@ATTRIBUTE (9;2)  NUMERIC
@ATTRIBUTE (9;3)  NUMERIC
@ATTRIBUTE (9;4)  NUMERIC
@ATTRIBUTE (9;5)  NUMERIC
@ATTRIBUTE (9;6)  NUMERIC
@ATTRIBUTE (9;7)  NUMERIC
@ATTRIBUTE (9;8)  NUMERIC
@ATTRIBUTE (9;9)  NUMERIC
@ATTRIBUTE (9;10)  NUMERIC
@ATTRIBUTE (9;11)  NUMERIC
@ATTRIBUTE (9;12)  NUMERIC
@ATTRIBUTE (9;13)  NUMERIC
@ATTRIBUTE (9;14)  NUMERIC
@ATTRIBUTE (9;15)  NUMERIC
@ATTRIBUTE (10;0)  NUMERIC
@ATTRIBUTE (10;1)  NUMERIC
@ATTRIBUTE (10;2)  NUMERIC
@ATTRIBUTE (10;3)  NUMERIC
@ATTRIBUTE (10;4)  NUMERIC
@ATTRIBUTE (10;5)  NUMERIC
@ATTRIBUTE (10;6)  NUMERIC
@ATTRIBUTE (10;7)  NUMERIC
@ATTRIBUTE (10;8)  NUMERIC
@ATTRIBUTE (10;9)  NUMERIC
@ATTRIBUTE (10;10)  NUMERIC
@ATTRIBUTE (10;11)  NUMERIC
@ATTRIBUTE (10;12)  NUMERIC
@ATTRIBUTE (10;13)  NUMERIC
@ATTRIBUTE (10;14)  NUMERIC
@ATTRIBUTE (10;15)  NUMERIC
@ATTRIBUTE (11;0)  NUMERIC
@ATTRIBUTE (11;1)  NUMERIC
@ATTRIBUTE (11;2)  NUMERIC
@ATTRIBUTE (11;3)  NUMERIC
@ATTRIBUTE (11;4)  NUMERIC
@ATTRIBUTE (11;5)  NUMERIC
@ATTRIBUTE (11;6)  NUMERIC
@ATTRIBUTE (11;7)  NUMERIC
@ATTRIBUTE (11;8)  NUMERIC
@ATTRIBUTE (11;9)  NUMERIC
@ATTRIBUTE (11;10)  NUMERIC
@ATTRIBUTE (11;11)  NUMERIC
@ATTRIBUTE (11;12)  NUMERIC
@ATTRIBUTE (11;13)  NUMERIC
@ATTRIBUTE (11;14)  NUMERIC
@ATTRIBUTE (11;15)  NUMERIC
@ATTRIBUTE (12;0)  NUMERIC
@ATTRIBUTE (12;1)  NUMERIC
@ATTRIBUTE (12;2)  NUMERIC
@ATTRIBUTE (12;3)  NUMERIC
@ATTRIBUTE (12;4)  NUMERIC
@ATTRIBUTE (12;5)  NUMERIC
@ATTRIBUTE (12;6)  NUMERIC
@ATTRIBUTE (12;7)  NUMERIC
@ATTRIBUTE (12;8)  NUMERIC
@ATTRIBUTE (12;9)  NUMERIC
@ATTRIBUTE (12;10)  NUMERIC
@ATTRIBUTE (12;11)  NUMERIC
@ATTRIBUTE (12;12)  NUMERIC
@ATTRIBUTE (12;13)  NUMERIC
@ATTRIBUTE (12;14)  NUMERIC
@ATTRIBUTE (12;15)  NUMERIC
@ATTRIBUTE (13;0)  NUMERIC
@ATTRIBUTE (13;1)  NUMERIC
@ATTRIBUTE (13;2)  NUMERIC
@ATTRIBUTE (13;3)  NUMERIC
@ATTRIBUTE (13;4)  NUMERIC
@ATTRIBUTE (13;5)  NUMERIC
@ATTRIBUTE (13;6)  NUMERIC
@ATTRIBUTE (13;7)  NUMERIC
@ATTRIBUTE (13;8)  NUMERIC
@ATTRIBUTE (13;9)  NUMERIC
@ATTRIBUTE (13;10)  NUMERIC
@ATTRIBUTE (13;11)  NUMERIC
@ATTRIBUTE (13;12)  NUMERIC
@ATTRIBUTE (13;13)  NUMERIC
@ATTRIBUTE (13;14)  NUMERIC
@ATTRIBUTE (13;15)  NUMERIC
@ATTRIBUTE (14;0)  NUMERIC
@ATTRIBUTE (14;1)  NUMERIC
@ATTRIBUTE (14;2)  NUMERIC
@ATTRIBUTE (14;3)  NUMERIC
@ATTRIBUTE (14;4)  NUMERIC
@ATTRIBUTE (14;5)  NUMERIC
@ATTRIBUTE (14;6)  NUMERIC
@ATTRIBUTE (14;7)  NUMERIC
@ATTRIBUTE (14;8)  NUMERIC
@ATTRIBUTE (14;9)  NUMERIC
@ATTRIBUTE (14;10)  NUMERIC
@ATTRIBUTE (14;11)  NUMERIC
@ATTRIBUTE (14;12)  NUMERIC
@ATTRIBUTE (14;13)  NUMERIC
@ATTRIBUTE (14;14)  NUMERIC
@ATTRIBUTE (14;15)  NUMERIC
@ATTRIBUTE (15;0)  NUMERIC
@ATTRIBUTE (15;1)  NUMERIC
@ATTRIBUTE (15;2)  NUMERIC
@ATTRIBUTE (15;3)  NUMERIC
@ATTRIBUTE (15;4)  NUMERIC
@ATTRIBUTE (15;5)  NUMERIC
@ATTRIBUTE (15;6)  NUMERIC
@ATTRIBUTE (15;7)  NUMERIC
@ATTRIBUTE (15;8)  NUMERIC
@ATTRIBUTE (15;9)  NUMERIC
@ATTRIBUTE (15;10)  NUMERIC
@ATTRIBUTE (15;11)  NUMERIC
@ATTRIBUTE (15;12)  NUMERIC
@ATTRIBUTE (15;13)  NUMERIC
@ATTRIBUTE (15;14)  NUMERIC
@ATTRIBUTE (15;15)  NUMERIC
@ATTRIBUTE class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}

@DATA
0,0,0,0,0,5,49,162,245,266,267,267,267,267,267,267,0,0,0,0,0,14,126,405,621,678,681,681,681,681,681,681,0,0,0,0,0,24,209,671,1045,1148,1154,1154,1154,1154,1154,1154,0,0,0,0,0,32,285,932,1476,1630,1639,1639,1639,1639,1639,1639,0,0,0,0,0,38,353,1182,1898,2104,2117,2117,2117,2117,2117,2117,0,0,0,0,0,43,417,1429,2327,2593,2611,2611,2611,2611,2611,2611,0,0,0,0,0,47,477,1669,2758,3097,3125,3125,3125,3125,3125,3125,0,0,0,0,0,51,537,1911,3197,3619,3661,3662,3662,3662,3662,3662,0,0,0,0,0,55,597,2153,3635,4137,4191,4193,4193,4193,4193,4193,0,0,0,0,0,60,661,2402,4078,4654,4718,4720,4720,4720,4720,4720,0,0,0,0,0,66,729,2658,4525,5170,5242,5244,5244,5244,5244,5244,0,0,0,0,0,74,807,2926,4975,5679,5756,5758,5758,5758,5758,5758,0,0,0,0,1,86,896,3205,5424,6179,6259,6261,6261,6261,6261,6261,0,0,0,0,2,100,991,3487,5865,6666,6749,6751,6751,6751,6751,6751,0,0,0,0,3,113,1079,3747,6266,7107,7193,7195,7195,7195,7195,7195,0,0,0,0,3,119,1131,3914,6527,7394,7482,7484,7484,7484,7484,7484,1
0,0,0,0,0,0,3,31,112,189,212,214,214,214,214,214,0,0,0,0,0,0,12,101,315,483,528,531,531,531,531,531,0,0,0,0,0,2,39,228,588,823,878,882,882,882,882,882,0,0,0,0,0,8,95,422,913,1190,1249,1253,1253,1253,1253,1253,0,0,0,0,1,26,197,678,1263,1561,1621,1625,1625,1625,1625,1625,0,0,0,0,4,65,358,984,1626,1931,1991,1995,1995,1995,1995,1995,0,0,0,0,12,134,577,1321,1996,2303,2363,2367,2367,2367,2367,2367,0,0,0,1,35,254,853,1679,2370,2678,2738,2742,2742,2742,2742,2742,0,0,0,5,80,429,1168,2045,2742,3051,3111,3115,3115,3115,3115,3115,0,0,1,17,161,662,1511,2421,3131,3450,3514,3519,3519,3519,3519,3519,0,0,3,44,292,948,1878,2835,3613,3998,4103,4122,4124,4124,4124,4124,0,0,5,84,462,1267,2281,3346,4276,4814,5046,5123,5136,5137,5137,5137,0,0,8,128,642,1605,2743,3962,5026,5692,6084,6271,6313,6316,6316,6316,0,0,10,160,786,1924,3245,4643,5824,6597,7143,7451,7528,7533,7533,7533,0,0,11,172,856,2132,3646,5239,6580,7499,8183,8571,8668,8674,8674,8674,0,0,11,174,872,2205,3833,5545,6980,7972,8707,9117,9219,9225,9225,9225,6
0,0,0,2,16,59,143,275,441,611,731,768,771,771,771,771,0,0,2,22,103,284,556,903,1296,1663,1893,1959,1965,1965,1965,1965,0,1,18,108,342,719,1181,1712,2306,2867,3219,3330,3345,3346,3346,3346,1,11,82,317,742,1272,1822,2420,3115,3836,4362,4590,4652,4663,4664,4664,4,45,232,654,1231,1828,2397,3004,3725,4527,5214,5626,5812,5869,5878,5878,14,120,478,1086,1752,2368,2939,3547,4271,5097,5873,6458,6830,6998,7038,7041,36,245,796,1562,2278,2899,3470,4078,4802,5632,6437,7122,7677,8016,8128,8144,74,422,1168,2056,2803,3426,3997,4605,5329,6159,6970,7700,8395,8926,9159,9205,124,639,1578,2554,3317,3941,4512,5120,5844,6674,7486,8237,9030,9754,10144,10236,180,874,2006,3059,3833,4458,5029,5637,6361,7191,8004,8766,9636,10552,11119,11266,232,1097,2425,3572,4364,4990,5561,6169,6893,7723,8537,9313,10267,11376,12116,12315,270,1275,2799,4070,4895,5524,6095,6703,7427,8258,9077,9886,10959,12261,13142,13380,289,1387,3096,4533,5428,6074,6650,7261,7991,8837,9691,10588,11834,13312,14280,14536,295,1441,3293,4921,5959,6685,7311,7969,8755,9684,10660,11727,13156,14753,15758,16019,296,1458,3383,5164,6390,7295,8082,8898,9850,10959,12119,13356,14903,16548,17562,17824,296,1461,3405,5249,6598,7666,8628,9620,10741,12002,13281,14592,16174,17828,18843,19105,0
0,0,0,0,0,0,2,34,116,160,167,167,167,167,167,167,0,0,0,0,0,0,6,88,301,427,451,452,452,452,452,452,0,0,0,0,1,1,12,151,513,737,783,785,785,785,785,785,0,0,0,4,15,21,38,236,749,1070,1137,1140,1140,1140,1140,1140,0,0,2,27,90,130,161,423,1089,1505,1592,1596,1596,1596,1596,1596,0,0,9,86,270,388,447,785,1611,2125,2233,2238,2238,2238,2238,2238,0,1,24,180,517,720,809,1229,2215,2821,2948,2955,2955,2955,2955,2955,0,2,43,290,787,1076,1203,1718,2864,3551,3696,3712,3718,3719,3719,3719,0,3,59,388,1049,1465,1688,2344,3669,4461,4665,4732,4764,4770,4770,4770,0,3,66,446,1242,1821,2214,3069,4607,5563,5895,6058,6130,6143,6143,6143,0,3,68,463,1308,1967,2474,3501,5229,6307,6714,6921,7008,7023,7023,7023,0,3,68,464,1315,1990,2550,3715,5597,6739,7163,7376,7464,7479,7479,7479,0,3,68,464,1315,1993,2595,3892,5908,7093,7521,7734,7822,7837,7837,7837,0,3,68,464,1315,1996,2643,4078,6217,7438,7868,8081,8169,8184,8184,8184,0,3,68,464,1315,1999,2690,4256,6508,7761,8193,8406,8494,8509,8509,8509,0,3,68,464,1315,2001,2722,4379,6716,7994,8428,8641,8729,8744,8744,8744,4
0,1,13,77,223,382,487,533,544,545,545,545,545,545,545,545,0,2,27,157,452,796,1078,1252,1317,1329,1330,1330,1330,1330,1330,1330,0,2,31,182,529,963,1389,1740,1932,1988,1995,1995,1995,1995,1995,1995,0,2,31,184,537,990,1482,1986,2356,2511,2543,2545,2545,2545,2545,2545,0,2,31,184,537,992,1506,2107,2665,2980,3070,3080,3080,3080,3080,3080,0,2,31,184,537,992,1513,2171,2896,3404,3595,3627,3628,3628,3628,3628,0,2,31,184,537,992,1515,2204,3052,3760,4101,4176,4180,4180,4180,4180,0,2,31,184,537,993,1519,2224,3157,4061,4585,4722,4732,4732,4732,4732,0,2,31,185,544,1018,1573,2316,3337,4436,5155,5367,5388,5389,5389,5389,0,2,33,199,601,1163,1837,2709,3887,5206,6132,6439,6479,6481,6481,6481,0,3,47,272,806,1557,2433,3505,4899,6460,7610,8053,8142,8153,8154,8154,0,8,96,458,1198,2159,3205,4431,6020,7819,9204,9831,10029,10074,10079,10079,1,20,180,728,1691,2815,3945,5261,7021,9046,10634,11415,11731,11824,11837,11837,1,28,249,971,2150,3432,4662,6108,8068,10295,12010,12852,13209,13320,13336,13336,1,31,282,1116,2483,3969,5392,7037,9188,11551,13320,14173,14533,14645,14661,14661,1,31,290,1165,2638,4290,5893,7693,9944,12353,14134,14988,15348,15460,15476,15476,2
0,0,1,14,69,190,350,499,595,642,657,660,660,660,660,660,0,0,5,57,238,544,908,1269,1561,1754,1844,1870,1874,1874,1874,1874,0,0,10,105,405,844,1332,1855,2357,2768,3027,3131,3151,3152,3152,3152,0,0,12,121,458,933,1453,2040,2681,3302,3778,4020,4078,4082,4082,4082,0,0,12,122,461,938,1460,2060,2763,3540,4236,4655,4770,4780,4780,4780,0,0,12,122,461,938,1460,2063,2797,3695,4605,5214,5392,5408,5408,5408,0,0,12,122,461,938,1460,2065,2827,3842,4963,5757,5993,6013,6013,6013,0,0,12,122,461,938,1460,2070,2876,4036,5373,6335,6620,6643,6643,6643,0,0,12,122,461,938,1461,2086,2972,4320,5873,6971,7292,7317,7317,7317,0,0,12,122,461,938,1464,2122,3133,4693,6440,7631,7971,7997,7997,7997,0,0,12,122,461,939,1477,2203,3385,5153,7040,8277,8623,8649,8649,8649,0,0,12,122,461,943,1518,2370,3753,5693,7656,8908,9255,9281,9281,9281,0,0,12,122,462,962,1621,2651,4221,6267,8260,9515,9862,9888,9888,9888,0,0,12,122,471,1026,1829,3041,4732,6820,8820,10075,10422,10448,10448,10448,0,0,12,124,499,1157,2122,3461,5202,7300,9301,10556,10903,10929,10929,10929,0,0,12,126,530,1282,2349,3738,5490,7589,9590,10845,11192,11218,11218,11218,7
0,1,17,85,221,402,585,740,855,922,947,952,952,952,952,952,0,3,51,238,569,972,1374,1745,2067,2303,2423,2458,2463,2463,2463,2463,0,5,77,352,824,1375,1915,2447,2970,3426,3728,3855,3884,3887,3887,3887,0,5,83,382,894,1486,2063,2651,3284,3926,4448,4741,4838,4854,4855,4855,0,5,83,384,900,1500,2093,2713,3412,4193,4934,5440,5660,5710,5715,5715,0,5,84,391,930,1578,2251,2982,3816,4770,5741,6485,6881,7002,7020,7021,0,6,95,445,1081,1881,2747,3691,4746,5931,7148,8141,8751,8989,9035,9038,0,14,149,624,1455,2477,3563,4716,5980,7380,8820,10056,10899,11291,11380,11386,2,42,284,956,2013,3232,4459,5712,7073,8587,10171,11626,12706,13266,13404,13413,5,90,489,1382,2625,3949,5221,6495,7876,9429,11115,12779,14090,14803,14984,14996,8,143,712,1819,3204,4574,5854,7130,8515,10100,11909,13792,15323,16162,16374,16388,11,190,915,2230,3751,5159,6443,7722,9120,10770,12751,14866,16597,17528,17758,17773,13,220,1058,2565,4245,5719,7032,8345,9808,11592,13788,16132,18021,19005,19242,19257,13,229,1123,2776,4638,6253,7681,9122,10753,12749,15176,17716,19709,20719,20958,20973,13,230,1139,2860,4867,6662,8281,9926,11775,13986,16594,19249,21285,22303,22542,22557,13,230,1141,2879,4944,6843,8599,10399,12403,14740,17425,20114,22159,23178,23417,23432,2
0,0,0,0,6,29,66,94,111,150,247,360,419,432,433,433,0,0,0,2,32,143,306,433,510,588,764,1029,1211,1259,1262,1262,0,0,0,5,81,336,661,911,1095,1245,1492,1916,2256,2355,2362,2362,0,0,0,9,137,542,999,1317,1580,1844,2206,2806,3298,3443,3453,3453,0,0,0,12,181,712,1290,1654,1970,2372,2910,3696,4297,4468,4480,4480,0,0,0,15,208,833,1551,1992,2370,2927,3669,4614,5275,5455,5467,5467,0,1,8,45,269,963,1821,2396,2888,3625,4553,5592,6275,6457,6469,6469,0,3,36,153,477,1274,2278,3044,3732,4673,5742,6826,7514,7696,7708,7708,0,5,67,283,751,1707,2890,3871,4792,5932,7091,8192,8881,9063,9075,9075,0,6,78,330,858,1895,3191,4347,5492,6823,8060,9174,9864,10046,10058,10058,0,6,79,334,870,1926,3287,4600,5939,7446,8796,9947,10642,10824,10836,10836,0,6,79,334,871,1941,3380,4852,6320,7944,9436,10669,11383,11566,11578,11578,0,6,79,334,872,1964,3501,5130,6680,8368,9998,11360,12114,12300,12312,12312,0,6,79,334,873,1981,3600,5378,7021,8777,10545,12064,12875,13066,13078,13078,0,6,79,334,873,1987,3649,5540,7311,9197,11133,12806,13670,13866,13878,13878,0,6,79,334,873,1988,3661,5600,7473,9502,11588,13358,14249,14447,14459,14459,8
0,0,5,30,79,113,121,122,122,122,122,122,124,147,225,317,0,1,27,139,327,449,478,480,480,480,480,480,491,570,777,976,0,4,71,324,684,891,937,940,940,940,940,942,979,1160,1512,1786,1,16,150,561,1060,1315,1367,1370,1370,1370,1370,1377,1462,1780,2257,2572,6,60,312,879,1462,1735,1788,1791,1791,1791,1792,1812,1972,2443,3016,3352,29,174,581,1264,1884,2162,2215,2218,2218,2219,2224,2272,2540,3167,3808,4153,90,379,927,1669,2299,2578,2632,2637,2644,2668,2715,2840,3258,4042,4737,5087,196,641,1281,2047,2682,2966,3032,3065,3127,3252,3444,3744,4370,5322,6071,6426,327,924,1644,2452,3131,3469,3610,3752,3958,4253,4625,5118,5951,7038,7824,8182,457,1229,2094,3034,3857,4351,4656,4959,5305,5711,6179,6807,7813,8988,9791,10150,534,1446,2469,3566,4542,5178,5601,5988,6383,6818,7331,8084,9244,10478,11287,11646,553,1507,2583,3733,4758,5436,5889,6292,6693,7133,7691,8586,9886,11164,11976,12335,554,1511,2591,3745,4773,5454,5909,6313,6714,7158,7771,8821,10248,11561,12375,12734,554,1511,2591,3745,4773,5454,5909,6313,6715,7171,7860,9075,10617,11958,12774,13133,554,1511,2591,3745,4773,5454,5909,6313,6717,7202,8005,9387,11022,12383,13200,13559,554,1511,2591,3745,4773,5454,5909,6313,6719,7233,8136,9636,11321,12690,13507,13866,4
0,0,0,0,0,3,12,20,39,98,194,257,272,273,273,273,0,0,0,0,3,29,95,164,270,464,688,806,831,833,833,833,0,0,0,0,10,89,295,535,824,1180,1486,1625,1652,1654,1654,1654,0,0,0,1,24,170,539,991,1494,2013,2386,2538,2566,2568,2568,2568,0,0,1,13,86,355,899,1519,2195,2896,3391,3583,3617,3619,3619,3619,0,1,10,69,268,710,1390,2083,2840,3694,4362,4650,4708,4712,4712,4712,0,4,45,215,588,1175,1917,2626,3405,4344,5179,5623,5748,5764,5765,5765,1,18,132,463,987,1644,2402,3113,3896,4868,5814,6431,6681,6734,6739,6739,3,50,281,779,1395,2074,2834,3545,4329,5309,6309,7071,7484,7608,7624,7625,6,95,466,1116,1787,2472,3232,3943,4727,5709,6732,7594,8178,8410,8452,8455,9,138,646,1453,2182,2873,3633,4344,5128,6110,7142,8070,8821,9192,9273,9279,11,169,794,1772,2596,3312,4076,4788,5572,6554,7592,8580,9498,10018,10143,10152,12,187,895,2044,3026,3827,4624,5346,6134,7123,8186,9264,10356,11009,11171,11182,12,192,939,2207,3369,4344,5259,6053,6898,7951,9111,10345,11607,12352,12535,12547,12,193,949,2262,3538,4687,5787,6758,7773,9004,10349,11754,13126,13910,14099,14111,12,193,950,2271,3580,4806,6028,7148,8318,9708,11195,12691,14100,14892,15082,15094,0
0,0,0,0,0,2,36,131,201,218,219,219,219,219,219,219,0,0,0,0,0,6,92,328,494,533,535,535,535,535,535,535,0,0,0,0,0,10,150,538,816,883,887,887,887,887,887,887,0,0,0,0,0,13,201,733,1138,1242,1248,1248,1248,1248,1248,1248,0,0,0,0,0,16,242,902,1444,1592,1601,1601,1601,1601,1601,1601,0,0,0,0,0,18,277,1057,1747,1946,1958,1958,1958,1958,1958,1958,0,0,0,0,0,20,310,1208,2052,2305,2321,2321,2321,2321,2321,2321,0,0,0,0,0,22,343,1357,2347,2651,2670,2670,2670,2670,2670,2670,0,0,0,0,0,24,380,1517,2652,3005,3027,3027,3027,3027,3027,3027,0,0,0,0,0,26,420,1688,2972,3374,3399,3399,3399,3399,3399,3399,0,0,0,0,0,29,463,1869,3305,3757,3785,3785,3785,3785,3785,3785,0,0,0,0,0,32,513,2070,3659,4159,4190,4190,4190,4190,4190,4190,0,0,0,0,0,36,570,2290,4027,4571,4605,4605,4605,4605,4605,4605,0,0,0,0,0,40,630,2517,4396,4980,5017,5017,5017,5017,5017,5017,0,0,0,0,0,44,688,2729,4727,5342,5381,5381,5381,5381,5381,5381,0,0,0,0,0,47,729,2877,4954,5589,5629,5629,5629,5629,5629,5629,1
0,0,0,0,0,2,26,104,185,211,213,213,213,213,213,213,0,0,0,0,0,4,57,238,439,505,510,510,510,510,510,510,0,0,0,0,0,6,92,389,725,836,844,844,844,844,844,844,0,0,0,0,0,9,134,564,1043,1201,1212,1212,1212,1212,1212,1212,0,0,0,0,0,12,181,754,1380,1584,1598,1598,1598,1598,1598,1598,0,0,0,0,0,15,230,950,1720,1968,1985,1985,1985,1985,1985,1985,0,0,0,0,0,19,286,1159,2061,2347,2366,2366,2366,2366,2366,2366,0,0,0,0,0,24,349,1380,2403,2720,2741,2741,2741,2741,2741,2741,0,0,0,0,0,31,420,1612,2748,3093,3116,3116,3116,3116,3116,3116,0,0,0,0,0,38,491,1844,3092,3464,3489,3489,3489,3489,3489,3489,0,0,0,0,0,43,557,2069,3431,3831,3858,3858,3858,3858,3858,3858,0,0,0,0,0,48,620,2293,3781,4214,4243,4243,4243,4243,4243,4243,0,0,0,0,0,52,677,2509,4139,4613,4645,4645,4645,4645,4645,4645,0,0,0,0,0,55,725,2705,4490,5014,5050,5050,5050,5050,5050,5050,0,0,0,0,0,57,762,2869,4811,5391,5432,5432,5432,5432,5432,5432,0,0,0,0,0,58,782,2970,5028,5654,5700,5700,5700,5700,5700,5700,1
